Significance Analysis of Microarrays by gene																			
Gene Name	Differentiated			Immunoreactive			Mesenchymal			Proliferative			Chromosome name	Band	Description				
WNT8B	1,4358	1,0474	6,6377	0,2852	1,0088	30,6701	-2,5759	0,9274	0,4599	0,9301	1,0266	9,2746	10	q24.31	"Protein Wnt-8b precursor. [Source:Uniprot/SWISSPROT;Acc:Q93098]"				
WRB	-1,839	0,9005	2,0642	-0,78	0,9582	20,4598	-0,0427	0,9977	21,5379	2,3772	1,1255	0,2958	21	q22.2	"Tryptophan-rich protein (Congenital heart disease 5 protein). [Source:Uniprot/SWISSPROT;Acc:O00258]"				
WRN	0,0344	1,002	33,3668	-3,6761	0,8173	0,0187	-1,1267	0,9418	6,1022	4,4735	1,2496	0	8	p12	"Werner syndrome ATP-dependent helicase (EC 3.6.1.-). [Source:Uniprot/SWISSPROT;Acc:Q14191]"				
WRNIP1	1,8493	1,0747	3,2175	0,8257	1,0313	16,7477	-2,9583	0,9008	0,1264	0,4322	1,0149	18,2234	6	p25.2	"ATPase WRNIP1 (Werner helicase-interacting protein 1). [Source:Uniprot/SWISSPROT;Acc:Q96S55]"				
WSB1	-3,8162	0,7975	0	-1,5742	0,9132	6,6672	2,3834	1,1393	0,4599	2,4692	1,1384	0,2958	17	q11.1	"WD repeat and SOCS box-containing protein 1 (WSB-1) (SOCS box- containing WD protein SWiP-1). [Source:Uniprot/SWISSPROT;Acc:Q9Y6I7]"				
WSB2	-3,9507	0,8191	0	1,6475	1,0843	4,2891	2,8387	1,1412	0,1264	-0,8073	0,9642	15,204	12	q24.23	"WD repeat and SOCS box-containing protein 2 (WSB-2) (CS box-containing WD protein). [Source:Uniprot/SWISSPROT;Acc:Q9NYS7]"				
WSCD1	-0,6705	0,9616	19,2003	-3,0859	0,8436	0,1301	-1,022	0,9471	6,1022	4,4748	1,2494	0	17	p13.2	"WSC domain-containing protein 1. [Source:Uniprot/SWISSPROT;Acc:Q658N2]"				
WT1	0,9564	1,1003	13,9168	2,1604	1,2283	0,7301	-1,9363	0,8385	1,3817	-0,9574	0,9195	12,1755	11	p13	"Wilms tumor protein (WT33). [Source:Uniprot/SWISSPROT;Acc:P19544]"				
WTAP	-5,3196	0,7674	0	4,3703	1,2343	0	1,2331	1,0597	13,23	-0,5942	0,9734	18,2234	6	q25.3	"Pre-mRNA-splicing regulator WTAP (Wilms tumor 1-associating protein) (WT1-associated protein) (Female-lethal(2)D homolog) (hFL(2)D). [Source:Uniprot/SWISSPROT;Acc:Q15007]"				
WWC1	4,5224	1,3196	0	-1,3511	0,9219	9,5943	0,7286	1,0427	16,0569	-3,3712	0,8325	0,0073	5	q35.1	"Protein WWC1 (WW domain-containing protein 1) (Kidney and brain protein) (KIBRA) (HBeAg-binding protein 3). [Source:Uniprot/SWISSPROT;Acc:Q8IX03]"				
WWC2	-0,712	0,9612	16,6018	-3,7916	0,8208	0,0187	5,5404	1,3093	0	-1,0722	0,9492	9,2746	4	q35.1	"Protein WWC2 (WW domain-containing protein 2) (BH-3-only member B). [Source:Uniprot/SWISSPROT;Acc:Q6AWC2]"				
WWC3	3,4774	1,2476	0,0315	-2,8377	0,8405	0,3348	3,864	1,2505	0	-4,1526	0,7945	0	X	p22.2	"Protein WWC3. [Source:Uniprot/SWISSPROT;Acc:Q9ULE0]"				
WWOX	0,0629	1,0025	33,1554	0,3274	1,0126	30,6701	-3,313	0,8871	0,0249	2,8029	1,1026	0,1052	16	q23.1	"WW domain-containing oxidoreductase isoform 2  [Source:RefSeq_peptide;Acc:NP_570607]"				
WWP1	2,3138	1,1476	1,216	0,0109	1,0006	38,7936	4,6411	1,2799	0	-6,7292	0,7164	0	8	q21.3	"NEDD4-like E3 ubiquitin-protein ligase WWP1 (EC 6.3.2.-) (WW domain- containing protein 1) (Atropin-1-interacting protein 5) (AIP5). [Source:Uniprot/SWISSPROT;Acc:Q9H0M0]"				
WWP2	1,5862	1,0595	4,8218	1,0368	1,0369	13,0283	-2,5666	0,9185	0,4599	0,1034	1,0033	26,223	16	q22.1	"NEDD4-like E3 ubiquitin-protein ligase WWP2 (EC 6.3.2.-) (WW domain- containing protein 2) (Atrophin-1-interacting protein 2) (AIP2). [Source:Uniprot/SWISSPROT;Acc:O00308]"				
WWTR1	-1,5354	0,9048	4,8218	3,4554	1,2368	0,0187	0,3106	1,0187	21,3499	-2,0848	0,8881	0,6935	3	q25.1	"WW domain-containing transcription regulator protein 1 (Transcriptional coactivator with PDZ-binding motif). [Source:Uniprot/SWISSPROT;Acc:Q9GZV5]"				
XAB1	-4,1626	0,8106	0	1,3262	1,0675	6,6672	-1,282	0,9415	6,1022	3,6422	1,1756	0	2	p23.2	"XPA-binding protein 1 (MBD2-interacting protein) (MBDin). [Source:Uniprot/SWISSPROT;Acc:Q9HCN4]"				
XAB2	1,121	1,0479	11,2803	-0,956	0,9624	16,7477	-3,1334	0,8886	0,0249	2,8908	1,1104	0,0325	19	p13.2	"Pre-mRNA-splicing factor SYF1 (XPA-binding protein 2) (Protein HCNP). [Source:Uniprot/SWISSPROT;Acc:Q9HCS7]"				
XAF1	1,3639	1,1564	8,9075	6,9002	1,9447	0	0,3648	1,0362	20,8619	-8,1234	0,4953	0	17	p13.2	"XIAP-associated factor 1 (BIRC4-binding protein). [Source:Uniprot/SWISSPROT;Acc:Q6GPH4]"				
XBP1	-1,1825	0,9176	8,9075	5,4703	1,4427	0	0,5705	1,0386	17,6043	-4,4484	0,7584	0	22	q12.1	"X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5). [Source:Uniprot/SWISSPROT;Acc:P17861]"				
XCL1	-3,2908	0,7658	0	3,8556	1,3463	0	-1,4314	0,8984	3,2152	0,7476	1,0552	12,1755	1	q24.2	"Lymphotactin precursor (C motif chemokine 1) (Cytokine SCM-1) (ATAC) (Lymphotaxin) (SCM-1-alpha) (Small-inducible cytokine C1) (XC chemokine ligand 1). [Source:Uniprot/SWISSPROT;Acc:P47992]"				
XCR1	1,7218	1,0662	4,8218	2,5315	1,0939	0,3348	-0,8384	0,9717	9,6877	-3,0378	0,9063	0,0325	3	p21.31	"Chemokine XC receptor 1 (XC chemokine receptor 1) (Lymphotactin receptor) (G-protein coupled receptor 5). [Source:Uniprot/SWISSPROT;Acc:P46094]"				
XDH	1,4805	1,0881	6,6377	2,8297	1,1656	0,1301	0,2968	1,0156	21,3499	-4,2437	0,8123	0	2	p23.1	"Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (EC 1.17.1.4) (XD); Xanthine oxidase (EC 1.17.3.2) (XO) (Xanthine oxidoreductase)]. [Source:Uniprot/SWISSPROT;Acc:P47989]"				
XK	3,3506	1,33	0,066	1,7943	1,159	2,5859	-4,5282	0,7062	0	-0,3003	0,9775	23,8828	X	p21.1	"Membrane transport protein XK (Kx antigen) (Kell complex 37 kDa component) (XK-related protein 1). [Source:Uniprot/SWISSPROT;Acc:P51811]"				
XKR8	-0,2997	0,9861	26,2979	-0,2739	0,9878	35,6069	-0,2508	0,9893	21,5379	0,7547	1,0313	12,1755	1	p35.3	"XK-related protein 8. [Source:Uniprot/SWISSPROT;Acc:Q9H6D3]"				
XPA	1,3588	1,0695	8,9075	-1,1936	0,945	13,0283	-0,277	0,9875	21,5379	0,1694	1,0073	26,223	9	q22.33	"DNA-repair protein complementing XP-A cells (Xeroderma pigmentosum group A-complementing protein). [Source:Uniprot/SWISSPROT;Acc:P23025]"				
XPC	2,3383	1,1033	1,216	-1,9536	0,9242	2,5859	-0,0454	0,9982	21,5379	-0,2091	0,9922	25,3788	3	p25.1	"DNA-repair protein complementing XP-C cells (Xeroderma pigmentosum group C-complementing protein) (p125). [Source:Uniprot/SWISSPROT;Acc:Q01831]"				
XPNPEP1	-2,4521	0,896	0,3398	0,1869	1,0081	35,6069	1,2368	1,0521	13,23	0,7767	1,0311	12,1755	10	q25.1	"Xaa-Pro aminopeptidase 1 (EC 3.4.11.9) (X-Pro aminopeptidase 1) (X- prolyl aminopeptidase 1, soluble) (Cytosolic aminopeptidase P) (Soluble aminopeptidase P) (sAmp) (Aminoacylproline aminopeptidase). [Source:Uniprot/SWISSPROT;Acc:Q9NQW7]"				
XPNPEP2	0,539	1,0187	24,09	-0,9239	0,9699	16,7477	1,3437	1,0431	9,6877	-0,9123	0,9728	12,1755	X	q25	"Xaa-Pro aminopeptidase 2 precursor (EC 3.4.11.9) (X-Pro aminopeptidase 2) (Membrane-bound aminopeptidase P) (Membrane-bound APP) (Membrane- bound AmP) (mAmP) (Aminoacylproline aminopeptidase). [Source:Uniprot/SWISSPROT;Acc:O43895]"				
XPNPEP3	0,4559	1,0201	26,2979	2,9867	1,1313	0,0467	0,0289	1,0011	21,5379	-3,1742	0,887	0,0073	22	q13.2	"Probable Xaa-Pro aminopeptidase 3 (EC 3.4.11.9) (X-Pro aminopeptidase 3) (Aminopeptidase P3) (APP3). [Source:Uniprot/SWISSPROT;Acc:Q9NQH7]"				
XPO1	-2,3385	0,9107	0,3398	0,7383	1,0288	20,4598	-3,2675	0,8884	0,0249	4,575	1,1696	0	2	p15	"Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog). [Source:Uniprot/SWISSPROT;Acc:O14980]"				
XPO4	-0,5247	0,9773	21,7605	1,613	1,0695	4,2891	1,3639	1,0557	9,6877	-2,3349	0,915	0,2958	13	q12.11	"Exportin-4 (Exp4). [Source:Uniprot/SWISSPROT;Acc:Q9C0E2]"				
XPO6	0,3225	1,0121	28,1676	1,5787	1,0579	4,2891	-0,4637	0,9842	21,5379	-1,2826	0,9589	6,6307	16	p11.2	"Exportin-6 (Exp6) (Ran-binding protein 20). [Source:Uniprot/SWISSPROT;Acc:Q96QU8]"				
XPO7	-0,7263	0,9632	16,6018	-2,7204	0,8756	0,3348	-0,755	0,9651	9,6877	3,9071	1,1887	0	8	p21.3	"Exportin-7 (Exp7) (Ran-binding protein 16). [Source:Uniprot/SWISSPROT;Acc:Q9UIA9]"				
XPOT	-3,1905	0,8404	0,0315	-0,2124	0,9888	35,6069	-0,3975	0,9801	21,5379	3,3852	1,175	0,0073	12	q14.2	"Exportin-T (tRNA exportin) (Exportin(tRNA)). [Source:Uniprot/SWISSPROT;Acc:O43592]"				
XRCC1	-1,5184	0,9211	4,8218	-2,952	0,8595	0,1301	-0,7437	0,9638	9,6877	4,863	1,2509	0	19	q13.31	"DNA-repair protein XRCC1 (X-ray repair cross-complementing protein 1). [Source:Uniprot/SWISSPROT;Acc:P18887]"				
XRCC2	-2,28	0,882	0,6697	1,6811	1,0928	4,2891	-2,132	0,8983	0,4599	2,5023	1,128	0,2958	7	q36.1	"DNA-repair protein XRCC2 (X-ray repair cross-complementing protein 2). [Source:Uniprot/SWISSPROT;Acc:O43543]"				
XRCC3	0,4972	1,0201	24,09	-0,0585	0,9977	38,6837	-3,8578	0,8708	0	3,2895	1,1206	0,0073	14	q32.33	"DNA-repair protein XRCC3 (X-ray repair cross-complementing protein 3). [Source:Uniprot/SWISSPROT;Acc:O43542]"				
XRCC4	-4,0612	0,8278	0	2,8873	1,1387	0,1301	1,7058	1,0765	6,1022	-0,7656	0,9686	15,204	5	q14.2	"DNA-repair protein XRCC4 (X-ray repair cross-complementing protein 4). [Source:Uniprot/SWISSPROT;Acc:Q13426]"				
XRCC5	-2,3785	0,8917	0,3398	-2,7467	0,8814	0,3348	-1,5493	0,9338	3,2152	6,3745	1,2927	0	2	q35	"ATP-dependent DNA helicase 2 subunit 2 (EC 3.6.1.-) (ATP-dependent DNA helicase II 80 kDa subunit) (Lupus Ku autoantigen protein p86) (Ku86) (Ku80) (86 kDa subunit of Ku antigen) (Thyroid-lupus autoantigen) (TLAA) (CTC box-binding factor 85 kDa subunit) ( [Source:Uniprot/SWISSPROT;Acc:P13010]"				
XRCC6	-3,7319	0,8639	0	5,1442	1,2087	0	-0,6989	0,9748	13,23	-0,667	0,9769	18,2234	22	q13.2	"ATP-dependent DNA helicase 2 subunit 1 (ATP-dependent DNA helicase II 70 kDa subunit) (Lupus Ku autoantigen protein p70) (Ku70) (70 kDa subunit of Ku antigen) (Thyroid-lupus autoantigen) (TLAA) (CTC box- binding factor 75 kDa subunit) (CTCBF) (CTC75) (DNA [Source:Uniprot/SWISSPROT;Acc:P12956]"				
XTP3TPA	-2,5834	0,8484	0,1677	4,6478	1,3195	0	-2,1251	0,8836	0,4599	0,1299	1,0073	26,223	0	0	0				
XYLB	3,2363	1,1641	0,066	2,2533	1,1073	0,7301	-4,8733	0,8145	0	-0,3213	0,9866	23,8828	3	p22.2	"Xylulose kinase (EC 2.7.1.17) (Xylulokinase). [Source:Uniprot/SWISSPROT;Acc:O75191]"				
XYLT1	-4,0842	0,8036	0	-3,5403	0,8333	0,0187	11,9168	1,6555	0	-3,0232	0,8665	0,0325	16	p12.3	"Xylosyltransferase 1 (EC 2.4.2.26) (Xylosyltransferase I) (XylT-I) (XT-I) (Peptide O-xylosyltransferase 1). [Source:Uniprot/SWISSPROT;Acc:Q86Y38]"				
XYLT2	0,2955	1,0124	29,8206	-1,4134	0,9451	9,5943	0,1886	1,0072	21,5379	0,8525	1,0316	12,1755	17	q21.33	"Xylosyltransferase 2 (EC 2.4.2.26) (Xylosyltransferase II) (XylT-II) (XT-II) (Peptide O-xylosyltransferase 1). [Source:Uniprot/SWISSPROT;Acc:Q9H1B5]"				
YAF2	-3,7369	0,8425	0	2,4937	1,1168	0,3348	0,2053	1,0087	21,5379	0,7505	1,0311	12,1755	12	q12	"YY1-associated factor 2. [Source:Uniprot/SWISSPROT;Acc:Q8IY57]"				
YAP1	0,0626	1,0035	33,1554	-3,1539	0,8445	0,1301	-0,6007	0,9693	21,5379	3,4257	1,1825	0,0073	11	q22.1	"65 kDa Yes-associated protein (YAP65). [Source:Uniprot/SWISSPROT;Acc:P46937]"				
YARS	-0,1983	0,9905	29,8206	3,7404	1,1833	0	0,5986	1,0265	17,6043	-3,8386	0,8537	0	1	p35.1	"Tyrosyl-tRNA synthetase, cytoplasmic (EC 6.1.1.1) (Tyrosyl--tRNA ligase) (TyrRS). [Source:Uniprot/SWISSPROT;Acc:P54577]"				
YARS2	-1,1648	0,9551	8,9075	0,1603	1,006	35,6069	-2,2708	0,9221	0,4599	3,0739	1,1104	0,0325	12	p11.21	"Tyrosyl-tRNA synthetase, mitochondrial precursor (EC 6.1.1.1) (Tyrosine--tRNA ligase) (TyrRS). [Source:Uniprot/SWISSPROT;Acc:Q9Y2Z4]"				
YBX1	-0,4625	0,977	21,7605	0,4873	1,0236	27,6634	-0,9333	0,9581	9,6877	0,8534	1,0382	12,1755	1	p34.2	"Nuclease-sensitive element-binding protein 1 (Y-box-binding protein 1) (Y-box transcription factor) (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (Enhancer factor I subunit A) (EFI-A) (DNA-binding protein B) (DBPB). [Source:Uniprot/SWISSPROT;Acc:P67809]"				
YBX2	-0,3826	0,976	24,09	0,3378	1,0207	30,6701	-3,1376	0,8359	0,0249	3,0322	1,181	0,0325	17	p13.1	"Y-box-binding protein 2 (Germ cell-specific Y-box-binding protein) (Contrin) (MSY2 homolog) (DNA-binding protein C) (Dbpc). [Source:Uniprot/SWISSPROT;Acc:Q9Y2T7]"				
YEATS2	-2,9165	0,8717	0,066	-1,8097	0,9211	4,2891	-1,3406	0,9435	3,2152	5,7029	1,2557	0	3	q27.1	"YEATS domain-containing protein 2. [Source:Uniprot/SWISSPROT;Acc:Q9ULM3]"				
YEATS4	-4,9727	0,7345	0	0,6648	1,0415	20,4598	-3,0164	0,84	0,1264	6,8681	1,4377	0	12	q15	"YEATS domain-containing protein 4 (Glioma-amplified sequence 41) (Gas41) (NuMA-binding protein 1) (NuBI-1) (NuBI1). [Source:Uniprot/SWISSPROT;Acc:O95619]"				
YES1	-1,725	0,9051	2,0642	1,3818	1,0795	6,6672	-2,0587	0,8972	1,3817	2,2202	1,1186	0,6935	18	p11.32	"Proto-oncogene tyrosine-protein kinase Yes (EC 2.7.10.2) (p61-Yes) (c- Yes). [Source:Uniprot/SWISSPROT;Acc:P07947]"				
YIF1A	0,2127	1,0114	31,3022	3,2354	1,177	0,0187	1,7758	1,09	3,2152	-4,9654	0,7985	0	11	q13.1	"Protein YIF1A (YIP1-interacting factor homolog A) (54TMp). [Source:Uniprot/SWISSPROT;Acc:O95070]"				
YIPF1	0,146	1,0079	32,0584	4,1046	1,2313	0	-0,8238	0,96	9,6877	-3,0535	0,8665	0,0325	1	p32.3	"Protein YIPF1 (YIP1 family member 1). [Source:Uniprot/SWISSPROT;Acc:Q9Y548]"				
YIPF2	2,6197	1,1404	0,6697	-0,353	0,983	33,3649	-1,9731	0,9132	1,3817	-0,0688	0,9969	26,223	19	p13.2	"Protein YIPF2 (YIP1 family member 2). [Source:Uniprot/SWISSPROT;Acc:Q9BWQ6]"				
YIPF3	-2,2341	0,887	0,6697	2,387	1,1301	0,3348	-1,6268	0,9232	3,2152	1,3317	1,0648	4,3519	6	p21.1	"Protein YIPF3 (YIP1 family member 3) (Killer lineage protein 1) (Natural killer cell-specific antigen KLIP1). [Source:Uniprot/SWISSPROT;Acc:Q9GZM5]"				
YIPF4	-2,9707	0,8807	0,0315	0,6422	1,0269	20,4598	0,9194	1,0369	14,6237	1,1042	1,0426	6,6307	2	p22.3	"Protein YIPF4 (YIP1 family member 4). [Source:Uniprot/SWISSPROT;Acc:Q9BSR8]"				
YIPF5	-1,7053	0,8992	3,2175	1,52	1,0948	4,2891	4,6717	1,2956	0	-4,361	0,7922	0	5	q32	"Protein YIPF5 (YIP1 family member 5) (YPT-interacting protein 1 A) (Five-pass transmembrane protein localizing in the Golgi apparatus and the endoplasmic reticulum 5) (Smooth muscle cell-associated protein 5) (SMAP-5). [Source:Uniprot/SWISSPROT;Acc:Q969M3]"				
YIPF6	-0,9857	0,9542	11,2803	2,8667	1,1375	0,1301	0,9957	1,044	14,6237	-2,7154	0,894	0,1052	X	q12	"Protein YIPF6 (YIP1 family member 6). [Source:Uniprot/SWISSPROT;Acc:Q96EC8]"				
YKT6	-3,03	0,8597	0,0315	0,9865	1,0487	13,0283	0,6396	1,0299	17,6043	1,108	1,0501	6,6307	7	p13	"Synaptobrevin homolog YKT6 (EC 2.3.1.-). [Source:Uniprot/SWISSPROT;Acc:O15498]"				
YLPM1	-0,9382	0,9565	11,2803	-3,6685	0,8494	0,0187	-0,2922	0,9874	21,5379	4,5259	1,2003	0	0	0	0				
YME1L1	-3,6313	0,8511	0	1,2799	1,0567	9,5943	1,1173	1,047	13,23	0,8857	1,0356	9,2746	10	p12.1	"ATP-dependent metalloprotease YME1L1 (EC 3.4.24.-) (YME1-like protein 1) (ATP-dependent metalloprotease FtsH1) (Meg-4) (Presenilin- associated metalloprotease) (PAMP). [Source:Uniprot/SWISSPROT;Acc:Q96TA2]"				
YOD1	0,6369	1,027	21,7605	-0,8722	0,9657	20,4598	-2,1896	0,9202	0,4599	2,3437	1,089	0,2958	1	q32.1	"Ubiquitin thioesterase OTU1 (EC 3.1.2.-) (OTU domain-containing protein 2) (HIV-1-induced protease 7) (HIN-7) (HsHIN7). [Source:Uniprot/SWISSPROT;Acc:Q5VVQ6]"				
YPEL1	-4,6065	0,7575	0	0,025	1,0014	38,7936	-0,5551	0,969	21,5379	4,5573	1,2722	0	22	q11.21	"Protein yippee-like 1. [Source:Uniprot/SWISSPROT;Acc:O60688]"				
YPEL5	-1,5575	0,9302	3,2175	-0,1711	0,9923	37,3139	1,3592	1,0593	9,6877	0,2171	1,0089	26,223	2	p23.1	"Protein yippee-like 5. [Source:Uniprot/SWISSPROT;Acc:P62699]"				
YRDC	0,5795	1,0314	21,7605	0,5789	1,03	24,1232	-0,1341	0,9934	21,5379	-0,9102	0,9583	12,1755	1	p34.3	"ischemia/reperfusion inducible protein  [Source:RefSeq_peptide;Acc:NP_078916]"				
YTHDC1	-0,1727	0,9937	29,8206	-1,0047	0,9659	16,7477	-0,7354	0,9761	13,23	1,7833	1,0576	1,4298	4	q13.2	"YTH domain-containing protein 1 (Putative splicing factor YT521). [Source:Uniprot/SWISSPROT;Acc:Q96MU7]"				
YTHDC2	0,7256	1,0345	19,2003	0,9794	1,0447	13,0283	1,4437	1,0633	9,6877	-2,9471	0,8875	0,0325	5	q22.2	"YTH domain-containing protein 2. [Source:Uniprot/SWISSPROT;Acc:Q9H6S0]"				
YTHDF1	-2,4177	0,8965	0,3398	-1,5848	0,9335	6,6672	-0,4916	0,9797	21,5379	4,1147	1,1739	0	20	q13.33	"YTH domain family protein 1 (Dermatomyositis associated with cancer putative autoantigen 1) (DACA-1). [Source:Uniprot/SWISSPROT;Acc:Q9BYJ9]"				
YTHDF2	-1,4685	0,9464	4,8218	1,7646	1,0652	2,5859	-2,3271	0,9238	0,4599	1,8963	1,0641	1,4298	1	p35.3	"YTH domain family protein 2 (High-glucose-regulated protein 8) (CLL- associated antigen KW-14) (Renal carcinoma antigen NY-REN-2). [Source:Uniprot/SWISSPROT;Acc:Q9Y5A9]"				
YTHDF3	-1,5193	0,9343	4,8218	-0,2429	0,9896	35,6069	2,4786	1,1058	0,4599	-0,8071	0,9688	15,204	8	q12.3	"YTH domain family protein 3. [Source:Uniprot/SWISSPROT;Acc:Q7Z739]"				
YWHAB	-2,4223	0,9019	0,3398	0,8296	1,0346	16,7477	1,8914	1,0765	3,2152	-0,4587	0,9828	22,8783	20	q13.12	"14-3-3 protein beta/alpha (Protein kinase C inhibitor protein 1) (KCIP-1) (Protein 1054). [Source:Uniprot/SWISSPROT;Acc:P31946]"				
YWHAE	-4,1266	0,7947	0	0,8647	1,0481	16,7477	-1,4576	0,9272	3,2152	4,2371	1,2292	0	17	p13.3	"14-3-3 protein epsilon (14-3-3E). [Source:Uniprot/SWISSPROT;Acc:P62258]"				
YWHAH	-1,4765	0,9126	4,8218	6,8221	1,4646	0	2,9543	1,1799	0,0249	-8,0207	0,6687	0	22	q12.3	"14-3-3 protein eta (Protein AS1). [Source:Uniprot/SWISSPROT;Acc:Q04917]"				
YWHAQ	-4,6986	0,8066	0	-1,1065	0,9514	13,0283	0,5801	1,0252	17,6043	4,5806	1,2017	0	2	p25.1	"14-3-3 protein theta (14-3-3 protein tau) (14-3-3 protein T-cell) (Protein HS1). [Source:Uniprot/SWISSPROT;Acc:P27348]"				
YWHAZ	-0,3744	0,9825	24,09	2,0976	1,0983	1,4462	3,7485	1,1709	0	-5,3059	0,8102	0	8	q22.3	"14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1). [Source:Uniprot/SWISSPROT;Acc:P63104]"				
YY1	0,1676	1,0063	32,0584	-1,8969	0,9339	2,5859	-0,964	0,9673	9,6877	2,5284	1,0865	0,2958	14	q32.2	"Transcriptional repressor protein YY1 (Yin and yang 1) (YY-1) (Delta transcription factor) (NF-E1). [Source:Uniprot/SWISSPROT;Acc:P25490]"				
YY1AP1	1,4885	1,0714	6,6377	0,8283	1,0375	16,7477	-0,7968	0,9667	9,6877	-1,2983	0,9485	6,6307	1	q22	"YY1-associated protein 1 (Hepatocellular carcinoma susceptibility protein) (Hepatocellular carcinoma-associated protein 2). [Source:Uniprot/SWISSPROT;Acc:Q9H869]"				
ZAK	0,7948	1,0535	19,2003	-0,0597	0,9962	38,6837	-0,3001	0,9821	21,5379	-0,3533	0,9798	23,8828	0	0	0				
ZAP70	-1,7875	0,9057	2,0642	7,5788	1,4544	0	0,8922	1,0462	14,6237	-6,027	0,7557	0	2	q11.2	"Tyrosine-protein kinase ZAP-70 (EC 2.7.10.2) (70 kDa zeta-associated protein) (Syk-related tyrosine kinase). [Source:Uniprot/SWISSPROT;Acc:P43403]"				
ZBED2	2,3752	1,3395	1,216	-1,0376	0,8843	16,7477	2,3839	1,3071	0,4599	-3,438	0,6921	0,0073	3	q13.13	"Zinc finger BED domain-containing protein 2. [Source:Uniprot/SWISSPROT;Acc:Q9BTP6]"				
ZBED4	-0,5025	0,9812	21,7605	-1,8041	0,9372	4,2891	2,3184	1,0823	0,4599	-0,1196	0,996	26,1394	22	q13.33	"Zinc finger BED domain-containing protein 4. [Source:Uniprot/SWISSPROT;Acc:O75132]"				
ZBED5	-2,1787	0,9008	0,6697	-0,5461	0,9751	27,6634	-0,5024	0,9781	21,5379	2,9124	1,1292	0,0325	11	p15.3	0				
ZBP1	1,3862	1,1186	6,6377	9,1243	1,8975	0	-2,7372	0,8181	0,1264	-6,5158	0,6447	0	20	q13.31	"Z-DNA-binding protein 1 (Tumor stroma and activated macrophage protein DLM-1). [Source:Uniprot/SWISSPROT;Acc:Q9H171]"				
ZBTB1	-2,6909	0,8852	0,1677	-0,8246	0,9645	20,4598	2,3418	1,1018	0,4599	0,8618	1,035	12,1755	14	q23.3	"Zinc finger and BTB domain-containing protein 1. [Source:Uniprot/SWISSPROT;Acc:Q9Y2K1]"				
ZBTB11	-1,1604	0,9546	8,9075	1,4053	1,0551	6,6672	-0,1092	0,996	21,5379	-0,1644	0,9942	25,3788	3	q12.3	"Zinc finger and BTB domain-containing protein 11. [Source:Uniprot/SWISSPROT;Acc:O95625]"				
ZBTB16	3,9598	1,5642	0	2,6482	1,3355	0,1301	-0,0892	0,9906	21,5379	-5,9782	0,5612	0	11	q23.2	"Zinc finger and BTB domain-containing protein 16 (Zinc finger protein PLZF) (Promyelocytic leukemia zinc finger protein) (Zinc finger protein 145). [Source:Uniprot/SWISSPROT;Acc:Q05516]"				
ZBTB17	-1,2897	0,955	6,6377	-1,8499	0,9389	4,2891	0,2354	1,0077	21,5379	2,6143	1,0845	0,1052	1	p36.13	"Zinc finger and BTB domain-containing protein 17 (Zinc finger protein 60) (Zinc finger protein 151) (Myc-interacting zinc finger protein) (Miz-1). [Source:Uniprot/SWISSPROT;Acc:Q13105]"				
ZBTB20	2,1075	1,151	2,0642	-2,1541	0,8715	1,4462	1,3686	1,0872	9,6877	-1,1857	0,9327	9,2746	3	q13.31	"Zinc finger and BTB domain-containing protein 20 (Zinc finger protein 288) (Dendritic-derived BTB/POZ zinc finger protein). [Source:Uniprot/SWISSPROT;Acc:Q9HC78]"				
ZBTB22	-1,2021	0,9532	8,9075	0,2991	1,0114	30,6701	-1,5598	0,9449	3,2152	2,2843	1,0825	0,2958	6	p21.32	"Zinc finger and BTB domain-containing protein 22 (Zinc finger protein 297) (Protein BING1) (Zinc finger and BTB domain-containing protein 22A). [Source:Uniprot/SWISSPROT;Acc:O15209]"				
ZBTB24	-1,2647	0,9342	6,6377	-0,4999	0,9745	27,6634	-1,1966	0,9429	6,1022	2,7366	1,1365	0,1052	6	q21	"Zinc finger and BTB domain-containing protein 24 (Zinc finger protein 450). [Source:Uniprot/SWISSPROT;Acc:O43167]"				
ZBTB25	-0,8342	0,9629	13,9168	3,2193	1,1474	0,0187	-1,049	0,9576	6,1022	-1,1751	0,9545	9,2746	14	q23.3	"Zinc finger and BTB domain-containing protein 25 (Zinc finger protein 46) (Zinc finger protein KUP). [Source:Uniprot/SWISSPROT;Acc:P24278]"				
ZBTB32	2,0347	1,0735	2,0642	-0,083	0,9972	38,4136	-2,3955	0,9267	0,4599	0,581	1,018	15,204	19	q13.12	"Zinc finger and BTB domain-containing protein 32 (Fanconi anemia zinc finger protein) (Testis zinc finger protein) (FANCC-interacting protein). [Source:Uniprot/SWISSPROT;Acc:Q9Y2Y4]"				
ZBTB33	-2,1622	0,8993	0,6697	1,0641	1,0514	13,0283	-1,0134	0,9554	6,1022	1,8885	1,0846	1,4298	X	q24	"Transcriptional regulator Kaiso (Zinc finger and BTB domain-containing protein 33). [Source:Uniprot/SWISSPROT;Acc:Q86T24]"				
